pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1775552679057075000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-68,4660,2,1,W1BL,1,17865047,02015731424c0100000057991001,0.1.1
1775552684167483000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-77,4660,2,1,W1BL,2,22877127,02015731424c02000000c7135d01,0.1.1
1775552688359100000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W1BL,3,27034561,02015731424c03000000c1839c01,0.1.1
1775552691955837000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W1BL,4,30719924,02015731424c04000000b4bfd401,0.1.1
1775552696182548000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W1BL,5,34536320,02015731424c0500000080fb0e02,0.1.1
1775552699800304000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W1BL,6,38609573,02015731424c06000000a5224d02,0.1.1
1775552703988389000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W1BL,7,42522987,02015731424c070000006bd98802,0.1.1
1775552708502660000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W1BL,8,47093344,02015731424c080000006096ce02,0.1.1
1775552713277094000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W1BL,9,51855963,02015731424c090000005b421703,0.1.1
1775552716879413000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W1BL,10,55683428,02015731424c0a00000064a95103,0.1.1
1775552721066077000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W1BL,11,59824651,02015731424c0b0000000bda9003,0.1.1
1775552724948214000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W1BL,12,63528294,02015731424c0c000000665dc903,0.1.1
1775552728876412000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-75,4660,2,1,W1BL,13,67420455,02015731424c0d00000027c10404,0.1.1
1775552737548677000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W1BL,15,76311741,02015731424c0f000000bd6c8c04,0.1.1
1775552742054616000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W1BL,16,80770955,02015731424c100000008b77d004,0.1.1
1775552745939901000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-70,4660,2,1,W1BL,17,84747712,02015731424c11000000c0250d05,0.1.1
1775552750466423000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W1BL,18,89132951,02015731424c12000000970f5005,0.1.1
1775552754666690000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W1BL,19,93386574,02015731424c130000004ef79005,0.1.1
1775552758842570000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-76,4660,2,1,W1BL,20,97464278,02015731424c14000000d62fcf05,0.1.1
1775552763036029000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-71,4660,2,1,W1BL,21,101666357,02015731424c15000000354e0f06,0.1.1
1775552767230094000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-72,4660,2,1,W1BL,22,105862854,02015731424c16000000c6564f06,0.1.1
1775552770829560000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-73,4660,2,1,W1BL,23,109638358,02015731424c17000000d6f28806,0.1.1
