pi_rx_time_ns,address,name,rssi,company_id,version,node_num,exp_code,seq,t_local_us,raw_hex,pipeline_version
1777642636027710000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,1,4046013,02015733424c01000000bdbc3d00,0.4.6
1777642638875809000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,2,6892004,02015733424c02000000e4296900,0.4.6
1777642641872255000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,3,9706004,02015733424c03000000141a9400,0.4.6
1777642644558317000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,4,12496003,02015733424c0400000083acbe00,0.4.6
1777642647867797000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,5,15713004,02015733424c05000000ecc2ef00,0.4.6
1777642650911028000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,6,18927004,02015733424c060000009ccd2001,0.4.6
1777642654145038000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,7,22079003,02015733424c070000001be65001,0.4.6
1777642657163699000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,8,25134003,02015733424c08000000b3837f01,0.4.6
1777642660547139000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,9,28340003,02015733424c09000000236fb001,0.4.6
1777642663493729000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,10,31512003,02015733424c0a000000c3d5e001,0.4.6
1777642666803128000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,11,34729004,02015733424c0b0000002cec1102,0.4.6
1777642669818815000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,12,37653004,02015733424c0c0000000c8a3e02,0.4.6
1777642672832747000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,13,40808003,02015733424c0d00000043ae6e02,0.4.6
1777642676124091000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,14,43912003,02015733424c0e000000430b9e02,0.4.6
1777642679409885000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,15,47012002,02015733424c0f000000a258cd02,0.4.6
1777642682156028000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,16,49904003,02015733424c100000008379f902,0.4.6
1777642685113757000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,17,53134003,02015733424c11000000b3c22a03,0.4.6
1777642688140070000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,18,56160004,02015733424c1200000004ef5803,0.4.6
1777642691142976000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,19,59161003,02015733424c13000000abb98603,0.4.6
1777642694391515000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,20,62362003,02015733424c140000009391b703,0.4.6
1777642697424838000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,21,65360003,02015733424c150000008350e503,0.4.6
1777642700391203000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,22,68324002,02015733424c16000000a28a1204,0.4.6
1777642703469784000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,23,71395004,02015733424c17000000bc664104,0.4.6
1777642706443384000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,24,74241002,02015733424c18000000ead36c04,0.4.6
1777642709480991000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,25,77364004,02015733424c19000000247b9c04,0.4.6
1777642712174331000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,26,80191002,02015733424c1a0000001a9ec704,0.4.6
1777642715162597000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,27,83046004,02015733424c1b000000742ef304,0.4.6
1777642718145281000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,28,85931003,02015733424c1c000000fb331f05,0.4.6
1777642721171123000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-49,4660,2,1,W3BL,29,89094003,02015733424c1d00000073774f05,0.4.6
1777642724480789000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-47,4660,2,1,W3BL,30,92275004,02015733424c1e0000003c018005,0.4.6
1777642727463118000,D1F4B763-C87B-6C19-EA74-0919B445F05A,,-46,4660,2,1,W3BL,31,95260004,02015733424c1f000000648dad05,0.4.6
